Classement de fréquence,Lexème,Orthographe standard (dans les journaux),Lecture standard (en Hiragana),Nature
611,積り,つもり,つもり,名詞-普通名詞-一般
612,以下,以下,いか,名詞-普通名詞-一般
612,決定,決定,けってい,名詞-普通名詞-サ変可能
614,夢,夢,ゆめ,名詞-普通名詞-一般
615,室,室,しつ,接尾辞-名詞的-一般
616,なんか,なんか,なんか,助詞-副助詞
617,覚える,覚える,おぼえる,動詞-一般
618,官,官,かん,接尾辞-名詞的-一般
619,酒,酒,さけ,名詞-普通名詞-一般
620,つつ,つつ,つつ,助詞-接続助詞
621,章,章,しょう,名詞-普通名詞-一般
622,打つ,打つ,うつ,動詞-一般
623,天皇,天皇,てんのう,名詞-普通名詞-一般
624,心配,心配,しんぱい,名詞-普通名詞-サ変形状詞可能
625,近い,近い,ちかい,形容詞-一般
625,非常,非常,ひじょう,形状詞-一般
627,国際,国際,こくさい,名詞-普通名詞-一般
628,対応,対応,たいおう,名詞-普通名詞-サ変可能
629,土地,土地,とち,名詞-普通名詞-一般
630,小さい,小さい,ちいさい,形容詞-一般
631,成す,なす,なす,動詞-一般
632,原因,原因,げんいん,名詞-普通名詞-サ変可能
633,注意,注意,ちゅうい,名詞-普通名詞-サ変可能
634,毎日,毎日,まいにち,名詞-普通名詞-副詞可能
635,警察,警察,けいさつ,名詞-普通名詞-一般
636,人生,人生,じんせい,名詞-普通名詞-一般
637,逆,逆,ぎゃく,名詞-普通名詞-形状詞可能
638,士,士,し,接尾辞-名詞的-一般
639,死,死,し,名詞-普通名詞-一般
639,患者,患者,かんじゃ,名詞-普通名詞-一般
641,裁判,裁判,さいばん,名詞-普通名詞-サ変可能
642,開ける,開ける,あける,動詞-一般
642,自ら,自ら,みずから,名詞-普通名詞-副詞可能
644,期間,期間,きかん,名詞-普通名詞-一般
645,今度,今度,こんど,名詞-普通名詞-副詞可能
646,大切,大切,たいせつ,形状詞-一般
647,紹介,紹介,しょうかい,名詞-普通名詞-サ変可能
648,向ける,向ける,むける,動詞-一般
649,難しい,難しい,むずかしい,形容詞-一般
650,殺す,殺す,ころす,動詞-一般
651,凄い,すごい,すごい,形容詞-一般
652,各,各,かく,接頭辞
653,語る,語る,かたる,動詞-一般
654,信ずる,信ずる,しんずる,動詞-一般
655,幾ら,いくら,いくら,副詞
656,額,額,ひたい,名詞-普通名詞-一般
657,はっきり,はっきり,はっきり,副詞
658,絶対,絶対,ぜったい,名詞-普通名詞-副詞可能
659,ああ,ああ,ああ,感動詞-一般
660,ずっと,ずっと,ずっと,副詞
661,意見,意見,いけん,名詞-普通名詞-サ変可能
662,合わせる,合わせる,あわせる,動詞-一般
663,能力,能力,のうりょく,名詞-普通名詞-一般
664,家庭,家庭,かてい,名詞-普通名詞-一般
665,一体,一体,いったい,名詞-普通名詞-一般
666,指導,指導,しどう,名詞-普通名詞-サ変可能
667,自動,自動,じどう,名詞-普通名詞-一般
668,委員,委員,いいん,名詞-普通名詞-一般
669,用いる,用いる,もちいる,動詞-一般
670,連絡,連絡,れんらく,名詞-普通名詞-サ変可能
671,始め,はじめ,はじめ,名詞-普通名詞-副詞可能
672,主人,主人,しゅじん,名詞-普通名詞-一般
673,連れる,連れる,つれる,動詞-一般
674,島,島,とう,接尾辞-名詞的-一般
675,とも,とも,とも,助詞-接続助詞
676,メートル,メートル,めーとる,接尾辞-名詞的-助数詞
677,真,真,しん,接頭辞
678,構造,構造,こうぞう,名詞-普通名詞-一般
679,政策,政策,せいさく,名詞-普通名詞-一般
680,サービス,サービス,さーびす,名詞-普通名詞-サ変可能
681,母親,母親,ははおや,名詞-普通名詞-一般
682,フランス,フランス,ふらんす,名詞-固有名詞-地名-国
683,異なる,異なる,ことなる,動詞-一般
684,治療,治療,ちりょう,名詞-普通名詞-サ変可能
685,面白い,面白い,おもしろい,形容詞-一般
686,様子,様子,ようす,名詞-普通名詞-一般
687,限り,限り,かぎり,名詞-普通名詞-副詞可能
688,直接,直接,ちょくせつ,副詞
689,料理,料理,りょうり,名詞-普通名詞-サ変可能
690,無理,無理,むり,名詞-普通名詞-形状詞可能
690,院,院,いん,接尾辞-名詞的-一般
692,胸,胸,むね,名詞-普通名詞-一般
693,離れる,離れる,はなれる,動詞-一般
694,反対,反対,はんたい,名詞-普通名詞-サ変形状詞可能
695,枚,枚,まい,接尾辞-名詞的-助数詞
696,業,業,ぎょう,接尾辞-名詞的-一般
697,省,省,しょう,接尾辞-名詞的-一般
698,残す,残す,のこす,動詞-一般
699,探す,探す,さがす,動詞-一般
700,広い,広い,ひろい,形容詞-一般
700,至る,至る,いたる,動詞-一般
702,経つ,経つ,たつ,動詞-一般
703,似る,似る,にる,動詞-一般
704,参加,参加,さんか,名詞-普通名詞-サ変可能
705,報告,報告,ほうこく,名詞-普通名詞-サ変可能
706,薬,薬,くすり,名詞-普通名詞-一般
707,但し,ただし,ただし,接続詞
707,料,料,りょう,接尾辞-名詞的-一般
709,事務,事務,じむ,名詞-普通名詞-一般
709,回答,回答,かいとう,名詞-普通名詞-サ変可能
711,同様,同様,どうよう,形状詞-一般
712,守る,守る,まもる,動詞-一般
713,不安,不安,ふあん,名詞-普通名詞-形状詞可能
714,困る,困る,こまる,動詞-一般
715,ドイツ,ドイツ,どいつ,名詞-固有名詞-地名-国
716,相談,相談,そうだん,名詞-普通名詞-サ変可能
717,加える,加える,くわえる,動詞-一般
718,一部,一部,いちぶ,名詞-普通名詞-副詞可能
719,取り引き,取引,とりひき,名詞-普通名詞-サ変可能
720,調べる,調べる,しらべる,動詞-一般
721,暫く,しばらく,しばらく,副詞
722,外国,外国,がいこく,名詞-普通名詞-一般
723,設定,設定,せってい,名詞-普通名詞-サ変可能
724,耳,耳,みみ,名詞-普通名詞-一般
725,駅,駅,えき,名詞-普通名詞-一般
726,種,種,しゅ,接尾辞-名詞的-助数詞
727,七百,七百,ななひゃく,名詞-数詞
728,専門,専門,せんもん,名詞-普通名詞-一般
729,出品,出品,しゅっぴん,名詞-普通名詞-サ変可能
730,病気,病気,びょうき,名詞-普通名詞-サ変可能
731,まあ,まあ,まあ,副詞
732,生ずる,生ずる,しょうずる,動詞-一般
733,驚く,驚く,おどろく,動詞-一般
734,たり■断定,たり,たり,助動詞
735,契約,契約,けいやく,名詞-普通名詞-サ変可能
736,開発,開発,かいはつ,名詞-普通名詞-サ変可能
737,規定,規定,きてい,名詞-普通名詞-サ変可能
738,させる,させる,させる,助動詞
739,失う,失う,うしなう,動詞-一般
740,支配,支配,しはい,名詞-普通名詞-サ変可能
741,合う,合う,あう,動詞-非自立可能
742,無くなる,なくなる,なくなる,動詞-一般
743,増える,増える,ふえる,動詞-一般
744,非,非,ひ,接頭辞
745,歌,歌,うた,名詞-普通名詞-一般
746,発生,発生,はっせい,名詞-普通名詞-サ変可能
747,映画,映画,えいが,名詞-普通名詞-一般
748,六百,六百,ろっぴゃく,名詞-数詞
748,高,高,こう,接頭辞
750,四百,四百,よんひゃく,名詞-数詞
751,派,派,は,接尾辞-名詞的-一般
751,上がる,上がる,あがる,動詞-一般
753,中々,なかなか,なかなか,副詞
754,無し,なし,なし,名詞-普通名詞-一般
755,美しい,美しい,うつくしい,形容詞-一般
756,食事,食事,しょくじ,名詞-普通名詞-サ変可能
757,選択,選択,せんたく,名詞-普通名詞-サ変可能
758,障害,障害,しょうがい,名詞-普通名詞-サ変可能
759,個,個,こ,接尾辞-名詞的-助数詞
759,結局,結局,けっきょく,名詞-普通名詞-副詞可能
759,代表,代表,だいひょう,名詞-普通名詞-サ変可能
762,振り,ぶり,ぶり,接尾辞-名詞的-一般
763,起きる,起きる,おきる,動詞-一般
764,座る,座る,すわる,動詞-一般
765,少年,少年,しょうねん,名詞-普通名詞-一般
765,聞こえる,聞こえる,きこえる,動詞-一般
767,友人,友人,ゆうじん,名詞-普通名詞-一般
768,具体,具体,ぐたい,名詞-普通名詞-一般
769,局,局,きょく,名詞-普通名詞-一般
770,右,右,みぎ,名詞-普通名詞-一般
771,完全,完全,かんぜん,形状詞-一般
772,成長,成長,せいちょう,名詞-普通名詞-サ変可能
773,人物,人物,じんぶつ,名詞-普通名詞-一般
773,身体,身体,しんたい,名詞-普通名詞-一般
775,息子,息子,むすこ,名詞-普通名詞-一般
776,位置,位置,いち,名詞-普通名詞-サ変可能
777,白い,白い,しろい,形容詞-一般
777,費,費,ひ,接尾辞-名詞的-一般
779,ホテル,ホテル,ほてる,名詞-普通名詞-一般
780,立場,立場,たちば,名詞-普通名詞-一般
781,低い,低い,ひくい,形容詞-一般
782,主,主,ぬし,名詞-普通名詞-一般
783,互い,互い,たがい,名詞-普通名詞-一般
784,勉強,勉強,べんきょう,名詞-普通名詞-サ変可能
785,思い出す,思い出す,おもいだす,動詞-一般
786,許す,許す,ゆるす,動詞-一般
787,音楽,音楽,おんがく,名詞-普通名詞-一般
788,オオサカ,大阪,おおさか,名詞-固有名詞-地名-一般
789,落ちる,落ちる,おちる,動詞-一般
790,大丈夫,大丈夫,だいじょうぶ,形状詞-一般
791,王,王,おう,名詞-普通名詞-一般
792,表示,表示,ひょうじ,名詞-普通名詞-サ変可能
793,決して,決して,けっして,副詞
794,繰り返す,繰り返す,くりかえす,動詞-一般
795,利益,利益,りえき,名詞-普通名詞-一般
796,科学,科学,かがく,名詞-普通名詞-サ変可能
797,期待,期待,きたい,名詞-普通名詞-サ変可能
797,作業,作業,さぎょう,名詞-普通名詞-サ変可能
799,軈て,やがて,やがて,副詞
800,兄,兄,あに,名詞-普通名詞-一般
801,宗教,宗教,しゅうきょう,名詞-普通名詞-一般
802,回る,回る,まわる,動詞-非自立可能
803,起こす,起こす,おこす,動詞-一般
804,奇麗,きれい,きれい,形状詞-一般
805,常,常,つね,名詞-普通名詞-一般
806,落札,落札,らくさつ,名詞-普通名詞-サ変可能
807,如何に,いかに,いかに,副詞
808,石,石,いし,名詞-普通名詞-一般
809,中央,中央,ちゅうおう,名詞-普通名詞-一般
809,主張,主張,しゅちょう,名詞-普通名詞-サ変可能
809,項,項,こう,名詞-普通名詞-一般
812,寧ろ,むしろ,むしろ,副詞
813,階,階,かい,接尾辞-名詞的-助数詞
814,段階,段階,だんかい,名詞-普通名詞-一般
815,再,再,さい,接頭辞
816,犬,犬,いぬ,名詞-普通名詞-一般
817,番,番,ばん,接尾辞-名詞的-助数詞
817,保護,保護,ほご,名詞-普通名詞-サ変可能
819,イギリス,イギリス,いぎりす,名詞-固有名詞-地名-国
820,楽しい,楽しい,たのしい,形容詞-一般
821,学生,学生,がくせい,名詞-普通名詞-一般
821,種類,種類,しゅるい,名詞-普通名詞-一般
823,因み,ちなみ,ちなみ,名詞-普通名詞-一般
824,台,台,だい,名詞-普通名詞-一般
825,消費,消費,しょうひ,名詞-普通名詞-サ変可能
825,通ずる,通ずる,つうずる,動詞-一般
827,決まる,決まる,きまる,動詞-一般
828,寝る,寝る,ねる,動詞-一般
828,比べる,比べる,くらべる,動詞-一般
830,周り,周り,まわり,名詞-普通名詞-一般
831,特別,特別,とくべつ,形状詞-一般
831,限る,限る,かぎる,動詞-一般
833,データ,データ,でーた,名詞-普通名詞-一般
834,所為,せい,せい,名詞-普通名詞-一般
835,比較,比較,ひかく,名詞-普通名詞-サ変可能
836,高校,高校,こうこう,名詞-普通名詞-一般
837,振る,降る,ふる,動詞-一般
838,嬉しい,うれしい,うれしい,形容詞-一般
839,酷い,ひどい,ひどい,形容詞-一般
840,危険,危険,きけん,名詞-普通名詞-形状詞可能
840,知識,知識,ちしき,名詞-普通名詞-一般
842,資本,資本,しほん,名詞-普通名詞-一般
843,生徒,生徒,せいと,名詞-普通名詞-一般
844,価格,価格,かかく,名詞-普通名詞-一般
845,税,税,ぜい,名詞-普通名詞-一般
846,古い,古い,ふるい,形容詞-一般
846,現代,現代,げんだい,名詞-普通名詞-副詞可能
848,表わす,表す,あらわす,動詞-一般
849,億,億,おく,名詞-数詞
850,発展,発展,はってん,名詞-普通名詞-サ変可能
851,通す,通す,とおす,動詞-非自立可能
852,構成,構成,こうせい,名詞-普通名詞-サ変可能
853,城,城,しろ,名詞-普通名詞-一般
854,方向,方向,ほうこう,名詞-普通名詞-一般
855,丸で,まるで,まるで,副詞
856,産業,産業,さんぎょう,名詞-普通名詞-一般
857,処理,処理,しょり,名詞-普通名詞-サ変可能
858,発見,発見,はっけん,名詞-普通名詞-サ変可能
859,同,同,どう,名詞-普通名詞-一般
860,行政,行政,ぎょうせい,名詞-普通名詞-一般
861,安い,やすい,やすい,形容詞-一般
862,致す,いたす,いたす,動詞-非自立可能
863,一杯,いっぱい,いっぱい,副詞
864,制,制,せい,接尾辞-名詞的-一般
865,基づく,基づく,もとづく,動詞-一般
866,認識,認識,にんしき,名詞-普通名詞-サ変可能
867,動き,動き,うごき,名詞-普通名詞-一般
868,考え,考え,かんがえ,名詞-普通名詞-一般
869,腰,腰,こし,名詞-普通名詞-一般
870,消える,消える,きえる,動詞-一般
871,恐らく,おそらく,おそらく,副詞
872,結構,結構,けっこう,副詞
873,故,ゆえ,ゆえ,名詞-普通名詞-副詞可能
874,嘗て,かつて,かつて,副詞
875,基準,基準,きじゅん,名詞-普通名詞-一般
876,尋ねる,尋ねる,たずねる,動詞-一般
876,表情,表情,ひょうじょう,名詞-普通名詞-一般
878,街,街,まち,名詞-普通名詞-一般
878,購入,購入,こうにゅう,名詞-普通名詞-サ変可能
880,小説,小説,しょうせつ,名詞-普通名詞-一般
880,年金,年金,ねんきん,名詞-普通名詞-一般
882,金融,金融,きんゆう,名詞-普通名詞-サ変可能
883,文,文,ぶん,名詞-普通名詞-一般
883,権利,権利,けんり,名詞-普通名詞-一般
885,解決,解決,かいけつ,名詞-普通名詞-サ変可能
886,紙,紙,かみ,名詞-普通名詞-一般
887,施設,施設,しせつ,名詞-普通名詞-サ変可能
888,区,区,く,名詞-普通名詞-一般
889,英語,英語,えいご,名詞-普通名詞-一般
889,性格,性格,せいかく,名詞-普通名詞-一般
891,馬鹿,バカ,ばか,名詞-普通名詞-形状詞可能
892,半,半,はん,名詞-普通名詞-一般
893,器,器,うつわ,名詞-普通名詞-一般
894,見付ける,見つける,みつける,動詞-一般
895,本人,本人,ほんにん,名詞-普通名詞-一般
896,美味しい,おいしい,おいしい,形容詞-一般
897,正しい,正しい,ただしい,形容詞-一般
897,参照,参照,さんしょう,名詞-普通名詞-サ変可能
897,触れる,触れる,ふれる,動詞-一般
900,絵,絵,え,名詞-普通名詞-一般
900,再び,再び,ふたたび,副詞
902,記憶,記憶,きおく,名詞-普通名詞-サ変可能
903,はい,はい,はい,感動詞-一般
903,動物,動物,どうぶつ,名詞-普通名詞-一般
